country,year,biomass_relative_to,SST,Trawling_Hours,country_encoded
Swordfish Mediterranean Sea,1998,10,30.43,29077.06,1215
Swordfish North Pacific Ocean,1998,9914360,29.48,28443.96,1216
Swordfish Northern Atlantic,1998,7423920,28.11,27549.25,1217
Swordfish South Atlantic,1998,915010,28.39,27748.73,1218
Swordtip squid Sea of Japan and East China Sea,1998,0,31.05,29460.6,1219
Tanner crab Bering Sea and Aleutian Islands,1998,1235490,29.89,28749.49,1220
Tarakihi Sub-Antarctic,1998,1370,31.0,29431.55,1221
Tasmanian giant crab Tasmania,1998,0,31.25,29608.83,1222
Thornback skate ICES 3a-4-7d,1998,0,30.51,29154.85,1225
Thornback skate ICES 7afg,1998,0,29.1,28170.82,1227
Thornback skate Portugese Waters -East,1998,0,29.07,28192.38,1228
Thorny skate Grand Bank and St Pierre Bank,1998,0,30.22,28914.83,1230
Thorny skate Gulf of Maine / Georges Bank-Southern New England,1998,0,30.59,29208.07,1231
Thorny skate Southern Gulf of St. Lawrence,1998,0,31.2,29586.26,1232
Threadfin West Africa Subgroup 1,1998,0,29.21,28264.94,1233
Threadfin West Africa Subgroup 2,1998,0,31.02,29485.67,1234
Threadfin West Africa Subgroup 3,1998,0,30.89,29389.77,1235
Tiger flathead Southeast Australia,1998,9902510,29.78,28660.38,1236
Tilefish Gulf of Mexico,1998,0,30.42,29029.53,1237
Tilefish Mid-Atlantic Coast,1998,2425770,28.66,27919.59,1238
Tilefish Southern Atlantic coast,1998,3620780,31.1,29520.92,1239
Trevally New Zealand Areas TRE 7,1998,1219840,28.16,27631.35,1241
Turbot Baltic Areas 22-32,1998,0,29.18,28266.02,1242
Turbot Black Sea,1998,0,30.42,29047.91,1243
Turbot Kattegat and Skagerrak,1998,0,28.73,27925.18,1244
Turbot North Sea,1998,0,29.56,28479.86,1245
Tusk ICES 5a-14,1998,13830130,29.69,28580.6,1246
Tusk North of Azores,1998,0,29.3,28313.08,1247
Tusk North-East Arctic,1998,0,29.51,28414.0,1248
Tusk Northeast Atlantic,1998,0,29.06,28191.95,1249
Tusk Rockall Bank,1998,0,29.93,28702.38,1250
Undulate ray ICES 7de,1998,0,28.91,28088.12,1251
Vermilion snapper Gulf of Mexico,1998,10,30.69,29234.6,1253
Vermilion snapper Southern Atlantic coast,1998,14264210,29.65,28581.73,1254
Walleye pollock Aleutian Islands,1998,9277030,29.88,28681.3,1255
Walleye pollock Bogoslof,1998,0,28.27,27678.62,1256
Walleye pollock Eastern Bering Sea,1998,16837780,30.47,29135.22,1257
Walleye pollock Gulf of Alaska,1998,9415120,31.09,29516.72,1258
Walleye pollock Navarinsky,1998,5197450,30.82,29358.28,1259
Walleye pollock Nemuro Strait,1998,0,28.14,27568.89,1260
Walleye pollock Northern Sea of Okhotsk,1998,892120,29.81,28661.96,1261
Walleye pollock Okhotsk Sea,1998,0,30.68,29281.57,1262
Walleye pollock Pacific Coast of Japan,1998,11356360,31.21,29586.19,1263
Walleye pollock Sea of Japan North,1998,5189010,31.6,29843.48,1264
Walleye pollock Western Bering Sea,1998,9010750,29.49,28499.21,1265
Waved whelk Quebec Coastal Waters,1998,0,31.21,29582.66,1266
Weakfish Atlantic Coast,1998,9283820,28.97,28094.71,1267
Weathervane scallop Alaska,1998,0,30.58,29159.04,1268
West coast rock lobster South Africa Area 7,1998,0,28.71,27924.83,1269
West coast rock lobster South Africa Area 8,1998,0,31.48,29763.28,1270
West coast rock lobster South Africa Areas 1-2,1998,0,31.53,29795.78,1271
West coast rock lobster South Africa Areas 3-4,1998,0,31.01,29450.41,1272
West coast rock lobster South Africa Areas 5-6,1998,0,29.56,28480.95,1273
White anglerfish ICES 7-8abd,1998,14408830,29.59,28463.47,1275
White anglerfish ICES 8c-9a,1998,7528250,31.41,29680.11,1276
White hake Gulf of Maine / Georges Bank,1998,2900150,31.0,29458.01,1277
White hake Northern Gulf of St. Lawrence,1998,0,29.55,28510.15,1278
"White hake Scotian Shelf, Bay of Fundy and Georges Bank",1998,0,29.78,28598.42,1279
White hake Southern Gulf of St. Lawrence,1998,0,29.77,28559.11,1280
White hake St. Pierre Bank,1998,0,28.8,27989.15,1281
White marlin Atlantic Ocean,1998,4152960,30.36,29008.36,1282
White shrimp Gulf of Mexico,1998,11635010,28.71,27935.93,1283
Whitespotted conger Ise and Mikawa Bay,1998,0,29.15,28199.55,1284
Whiting Black Sea,1998,0,29.09,28245.26,1285
Whiting Celtic Sea,1998,0,29.37,28381.27,1286
Whiting ICES 4-7d,1998,7798070,30.02,28773.42,1287
Whiting ICES 8-9a,1998,0,30.36,29057.2,1288
Whiting Irish Sea,1998,1582820,31.34,29663.3,1289
Whiting Kattegat and Skagerrak,1998,0,31.09,29493.23,1290
Whiting Rockall Bank,1998,0,30.33,28989.14,1291
Whiting West of Scotland,1998,5601360,29.67,28582.66,1292
Widow rockfish Pacific Coast,1998,9323790,29.82,28640.23,1293
Willowy flounder North Pacific,1998,15503730,30.85,29291.81,1294
Windowpane flounder Gulf of Maine / Georges Bank,1998,11357140,28.67,27916.12,1295
Windowpane flounder Southern New England /Mid Atlantic,1998,6705880,29.06,28182.48,1296
Winter flounder Georges Bank,1998,11029850,30.39,29052.31,1297
Winter flounder Gulf of Maine,1998,0,29.46,28419.94,1298
Winter flounder Southern Gulf of St. Lawrence,1998,0,28.3,27686.01,1299
Winter flounder Southern New England /Mid Atlantic,1998,1775040,30.92,29412.79,1300
Winter skate Gulf of Maine / Cape Hatteras,1998,0,31.19,29531.84,1301
Witch flounder Gulf of Maine,1998,543650,29.28,28271.49,1302
Witch flounder Gulf of St. Lawrence,1998,2546820,29.91,28761.19,1303
Witch flounder ICES 3a-4-7d,1998,0,30.22,28873.53,1304
Witch flounder St. Pierre Bank,1998,0,28.74,27959.55,1305
Yellow goosefish North Pacific,1998,0,29.03,28129.47,1306
Yellow sea bream Sea of Japan,1998,0,30.88,29372.21,1307
Yellow squat lobster Central-Southern Chile,1998,1183110,30.84,29317.89,1308
Yellow squat lobster Northern Chile,1998,1034160,28.96,28128.33,1309
Yellow striped flounder North coast of Hokkaido,1998,0,30.94,29432.84,1310
Yellow striped flounder Sea of Japan,1998,0,29.28,28335.41,1311
Yellowedge grouper Gulf of Mexico,1998,16284880,28.68,27940.07,1312
Yelloweye rockfish Gulf of Alaska,1998,0,30.52,29156.15,1313
Yelloweye rockfish Pacific Coast,1998,4208220,29.21,28286.58,1314
Yelloweye rockfish Pacific Coast of Canada (Inside),1998,0,29.0,28101.5,1315
Yellowfin sole Bering Sea and Aleutian Islands,1998,20367820,28.36,27704.79,1316
Yellowfin tuna Atlantic Ocean,1998,8510,30.29,28987.78,1317
Yellowfin tuna Central Western Pacific Ocean,1998,2140,28.22,27657.99,1318
Yellowfin tuna Eastern Pacific,1998,1390,31.09,29480.83,1319
Yellowfin tuna Indian Ocean,1998,1420,28.32,27720.75,1320
Yellownose skate Central-Southern Chile,1998,2649150,30.12,28863.43,1321
Yellownose skate Southern Chile,1998,16680390,31.88,29998.31,1322
Yellowtail flounder Cape Cod / Gulf of Maine,1998,1806430,32.08,30121.67,1323
Yellowtail flounder Georges Bank,1998,1680560,29.91,28771.46,1324
Yellowtail flounder Grand Banks,1998,90,30.61,29198.35,1325
Yellowtail flounder Southern New England /Mid Atlantic,1998,7095460,29.62,28506.82,1326
Yellowtail rockfish Northern Pacific Coast,1998,20876640,31.17,29578.31,1327
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,1998,0,29.98,28735.05,1328
Acadian redfish Gulf of Maine / Georges Bank,1999,2354930,27.83,27512.78,0
Acadian redfish NAFO Division 2J3K,1999,0,30.53,29243.02,1
Acadian redfish NAFO Division 3LNO and Units 1 and 2,1999,0,29.19,28340.52,2
Acadian redfish Unit 3,1999,0,28.12,27677.37,3
Aesop shrimp Shrimp Fishing Areas 2-3,1999,0,29.92,28812.94,4
Alaska plaice Bering Sea and Aleutian Islands,1999,20940680,28.16,27699.42,5
Alaska skate Bering Sea and Aleutian Islands,1999,20940650,31.58,29890.29,6
Alaskan pink shrimp Sea of Japan,1999,0,29.66,28675.15,7
Albacore tuna Indian Ocean,1999,1580,29.11,28307.43,8
Albacore tuna Mediterranean Sea,1999,1970,30.2,29062.9,9
Albacore tuna North Pacific Ocean,1999,4140,30.49,29231.41,10
Albacore tuna Northern Atlantic,1999,9780,28.47,27899.66,11
Albacore tuna South Atlantic,1999,1020,29.73,28706.15,12
Albacore tuna South Pacific Ocean,1999,4030,29.4,28488.02,13
Alfonsino Chile,1999,0,30.75,29394.35,14
Amberstripe scad East China Sea,1999,0,29.08,28272.75,15
American lobster Atlantic Coast of Nova Scotia (LFA 27-33),1999,0,30.92,29545.58,16
American lobster Gaspe (LFA 19-21),1999,0,29.19,28390.85,17
American lobster Georges Bank,1999,0,29.15,28286.59,18
American lobster Gulf of Maine,1999,4646670,28.91,28193.63,19
American lobster Lobster Fishing Area 34,1999,0,31.13,29634.06,20
American lobster Lobster Fishing Area 41,1999,0,28.86,28212.43,21
American lobster Lobster Fishing Areas 3-14,1999,0,30.62,29292.55,22
American lobster Lobster Fishing Areas 35-38,1999,0,29.7,28653.38,23
American lobster Magdalen Islands (LFA 22),1999,0,30.81,29427.37,24
American lobster Quebec North Shore and Anticosti Island (LFA 15-18),1999,0,28.88,28144.21,25
American lobster Southern Gulf of St. Lawrence,1999,0,29.44,28466.63,26
American lobster Southern New England,1999,0,30.25,29048.46,27
American plaice Flemish Cap,1999,0,28.22,27727.73,28
American plaice Grand Banks,1999,0,30.17,29023.19,29
American plaice Gulf of Maine / Georges Bank,1999,7370110,29.93,28869.2,30
American plaice Labrador - NE Newfoundland,1999,0,31.79,30052.91,31
American plaice Scotian Shelf and Bay of Fundy,1999,0,30.87,29433.42,32
American plaice Southern Gulf of St. Lawrence,1999,0,30.87,29436.44,33
American plaice St. Pierre Bank,1999,0,29.84,28812.42,34
"Anchovy Adriatic Sea (GSA 17,18)",1999,0,30.96,29530.81,35
Anchovy Bay of Biscay,1999,7775280,28.93,28158.16,37
Anchovy Black Sea,1999,0,29.48,28587.61,38
Anchovy Gulf of Lions,1999,0,29.74,28686.76,40
Anchovy Northern Spain,1999,3939260,29.59,28593.01,43
Anchovy Portugese Waters -East,1999,0,29.48,28527.25,44
Anchovy South Africa,1999,0,29.75,28696.13,45
Anchovy South of Sicily,1999,8790,30.49,29221.84,46
Anchovy West Africa,1999,0,29.46,28564.11,47
Anchovy kilka Iranian Caspian Sea,1999,0,31.03,29541.59,49
Angel shark Northeast Atlantic,1999,0,30.51,29231.02,50
Antarctic toothfish Ross Sea,1999,4728180,28.54,27937.39,51
Arabesque greenling Nemuro Strait,1999,0,29.1,28288.82,52
Arabesque greenling North coast of Hokkaido,1999,0,30.05,28920.8,53
Arabesque greenling South coast of Hokkaido,1999,0,30.24,29071.45,54
Arctic surfclam Banquereau,1999,0,30.84,29438.07,55
Arctic surfclam Division 3LNO,1999,0,29.56,28539.02,56
Arctic surfclam Quebec Coastal Waters,1999,0,30.49,29264.3,57
Arctic surfclam Quebec and Gulf of St. Lawrence,1999,0,30.26,29109.04,58
Argentine anchoita Northern Argentina,1999,27191010,29.15,28286.29,59
Argentine anchoita Southern Argentina,1999,15962460,31.84,30091.95,60
Argentine chub mackerel Southern Argentina,1999,10887640,30.6,29236.79,61
Argentine hake Northern Argentina,1999,1516960,31.05,29530.88,62
Argentine hake Southern Argentina,1999,8066670,29.76,28706.98,63
Arrowtooth flounder Bering Sea and Aleutian Islands,1999,19354910,29.48,28582.24,64
Arrowtooth flounder Gulf of Alaska,1999,27843760,29.82,28763.05,65
Arrowtooth flounder Pacific Coast,1999,26396550,28.41,27844.46,66
Atka mackerel Bering Sea and Aleutian Islands,1999,16007140,30.96,29518.44,67
Atka mackerel Gulf of Alaska,1999,0,30.2,29048.84,68
Atlantic bluefin tuna Eastern Atlantic,1999,6916220,30.65,29310.15,69
Atlantic bluefin tuna Western Atlantic,1999,253030,30.75,29367.57,70
Atlantic butterfish Gulf of Maine / Cape Hatteras,1999,19773760,29.7,28686.03,71
Atlantic cod Celtic Sea,1999,10679610,30.3,29075.62,72
Atlantic cod Eastern Baltic,1999,9795920,30.1,28934.74,73
Atlantic cod Eastern Scotian Shelf,1999,0,28.86,28154.65,74
Atlantic cod Faroe Bank,1999,0,28.98,28204.72,75
Atlantic cod Faroe Plateau,1999,12865260,29.52,28573.84,76
Atlantic cod Flemish Cap,1999,0,30.98,29508.45,77
Atlantic cod Georges Bank,1999,1157960,28.98,28189.54,78
Atlantic cod Gulf of Maine,1999,0,30.9,29514.53,79
Atlantic cod ICES 3a(west)-4-7d,1999,5493330,31.82,30083.0,80
Atlantic cod Iceland Grounds,1999,8363640,29.91,28788.64,81
Atlantic cod Irish Sea,1999,6081710,29.21,28351.88,82
Atlantic cod Kattegat,1999,0,28.46,27879.69,83
Atlantic cod NAFO 1abdce,1999,0,30.87,29506.53,84
Atlantic cod NAFO 1f and ICES 14,1999,1553740,27.61,27364.84,85
Atlantic cod NAFO 5Zjm,1999,0,30.67,29301.07,86
Atlantic cod NAFO Subarea 1 (inshore),1999,1596190,28.1,27670.32,87
Atlantic cod North-East Arctic,1999,6173910,28.07,27638.34,88
Atlantic cod North-East Arctic (Norwegian coastal waters),1999,3966670,31.15,29659.01,89
Atlantic cod Northern Gulf of St. Lawrence,1999,0,29.46,28520.84,90
Atlantic cod Rockall Bank,1999,0,29.44,28471.71,91
Atlantic cod Southern Grand Banks,1999,0,29.17,28329.64,92
Atlantic cod Southern Gulf of St. Lawrence,1999,0,29.95,28871.08,93
Atlantic cod Southern Labrador-Eastern Newfoundland,1999,6640,28.48,27891.91,94
Atlantic cod St. Pierre Bank,1999,150,27.84,27506.62,95
Atlantic cod West of Scotland,1999,50,30.99,29503.1,96
Atlantic cod Western Baltic,1999,8281250,30.94,29489.17,97
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",1999,0,29.3,28418.87,98
Atlantic croaker Mid-Atlantic Coast,1999,29171850,31.98,30168.61,99
Atlantic halibut Gulf of Maine / Georges Bank,1999,12980,30.14,28951.62,100
Atlantic halibut Scotian Shelf and Southern Grand Banks,1999,7326530,29.07,28256.2,101
Atlantic menhaden Atlantic,1999,3246230,29.94,28857.57,102
Atlantic sharpnose shark Atlantic,1999,14662310,28.77,28071.94,103
Atlantic surfclam Mid-Atlantic Coast,1999,19958850,29.3,28477.11,104
Atlantic wolffish Gulf of Maine / Georges Bank,1999,0,29.59,28586.54,105
Aurora rockfish Pacific Coast,1999,17714290,31.29,29760.23,106
Australian salmon New Zealand,1999,9658890,31.33,29742.32,107
Bank rockfish California,1999,0,29.89,28793.92,108
Barndoor skate Gulf of Maine / Georges Bank-Southern New England,1999,0,28.67,28000.93,109
Basking shark Northeast Atlantic,1999,0,29.66,28635.94,110
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (deep),1999,0,28.29,27780.26,111
Beaked redfish ICES 5-12-14 and NAFO Subareas 1-2 (shallow),1999,0,29.54,28632.59,112
Beaked redfish ICES 5a-14,1999,0,30.13,28987.1,113
Beaked redfish Southeast Greenland,1999,0,31.67,29991.38,114
Benguela hake West Africa Subgroup 3,1999,0,31.19,29659.91,115
Beni zuwai crab Sea of Japan,1999,0,29.02,28235.12,116
Beryx spp Northeast Atlantic,1999,0,30.85,29487.75,117
Big skate Hecate Strait,1999,0,31.6,29916.5,118
Big skate Queen Charlotte Sound,1999,0,29.38,28493.04,119
Big skate Strait of Georgia,1999,0,31.29,29739.3,120
Big skate West Coast of Vancouver Island,1999,0,29.11,28285.37,121
Bigeye grunt West Africa Subgroup 2,1999,0,30.35,29127.61,122
Bigeye grunt West Africa Subgroup 3,1999,0,29.13,28379.75,123
Bigeye tuna Atlantic Ocean,1999,1010,30.65,29349.04,124
Bigeye tuna Central Western Pacific Ocean,1999,2120,29.68,28661.55,125
Bigeye tuna Eastern Pacific,1999,1190,30.83,29396.56,126
Bigeye tuna Indian Ocean,1999,1850,29.38,28456.54,127
Bight redfish Southeast Australia,1999,19681190,31.0,29541.6,128
Black bellied angler ICES 7-8abd,1999,0,30.26,29132.19,131
Black bellied angler ICES 8c-9a,1999,4660,31.26,29697.0,132
Black cardinalfish East coast of North Island,1999,5949060,31.26,29701.62,135
Black grouper Gulf of Mexico and South Atlantic,1999,8267330,31.68,29993.03,136
Black marlin Indian Ocean,1999,1570,28.74,28042.52,137
Black oreo Pukaki Rise,1999,17145870,29.7,28676.35,138
Black oreo West end of Chatham Rise,1999,101360,30.76,29361.93,139
Black rockfish California,1999,2611760,30.78,29414.44,140
Black rockfish Oregon Coast,1999,15546570,31.27,29725.38,141
Black rockfish Washington,1999,10215140,29.89,28833.48,142
Black scabbardfish Northeast Atlantic,1999,0,30.88,29482.29,143
Black sea bass Mid-Atlantic Coast,1999,2628780,30.82,29435.94,145
Black sea bass South Atlantic,1999,5234380,30.56,29245.69,146
Blackgill rockfish Pacific Coast,1999,4588510,30.26,29085.91,147
Blackmouth dogfish ICES 8-9a,1999,0,30.7,29360.75,149
Blacknose shark Atlantic,1999,11774480,28.7,28012.64,150
Blacktip shark Atlantic,1999,0,30.32,29108.25,151
Blacktip shark Gulf of Mexico,1999,20857630,29.33,28442.68,152
Blue crab Chesapeake Bay,1999,4128570,30.3,29135.28,158
Blue grenadier New South Wales to Western Australia,1999,18810020,30.13,28961.65,159
Blue jack mackerel Azores,1999,0,30.0,28910.8,160
Blue king crab Pribilof Islands,1999,7269560,30.22,29085.83,161
Blue king crab Saint Matthews Island,1999,367090,29.9,28815.0,162
Blue ling ICES 1-2-3a-4a-8-9-12,1999,0,31.64,29977.15,163
Blue ling ICES 5b-6-7,1999,9013330,31.64,29970.66,165
Blue marlin Atlantic Ocean,1999,910,31.09,29605.42,166
Blue marlin Pacific Ocean,1999,18624270,29.87,28793.05,167
Blue rockfish California,1999,3886880,32.03,30199.52,168
Blue shark North Pacific Ocean,1999,1270,29.61,28605.1,169
Blue warehou Eastern half of Southeast Australia,1999,7308370,31.13,29617.94,170
Blue warehou Western half of Southeast Australia,1999,4063240,31.6,29940.45,171
Blue whiting Northeast Atlantic,1999,19377780,29.54,28559.55,173
Bluefish Atlantic Coast,1999,5780920,30.07,28952.12,176
Blueline tilefish Southern Atlantic coast,1999,64110,29.57,28583.87,177
Bluenose New Zealand,1999,12068920,30.97,29503.88,178
Boarfish ICES 6-8,1999,2660,30.03,28918.68,179
Bobo croaker West Africa Subgroup 1,1999,0,30.17,28962.72,180
Bocaccio British Columbia Waters,1999,1058670,30.97,29553.62,181
Bocaccio Southern Pacific Coast,1999,0,30.13,28966.61,182
Bonga West Africa,1999,0,28.47,27910.31,183
Bonnethead shark Atlantic,1999,7777780,30.42,29144.82,184
Brill Baltic Areas 22-32,1999,0,30.43,29142.36,185
Brill ICES 3a-4-7d,1999,0,29.15,28325.4,186
Brown rockfish Pacific Coast,1999,7008670,30.5,29270.34,187
Brown shrimp Gulf of Mexico,1999,59994640,29.98,28882.0,188
Brown tiger shrimp Northern Australia,1999,6562250,30.28,29111.06,189
Cabezon Northern California,1999,14474710,31.12,29633.82,190
Cabezon Oregon Coast,1999,22568810,30.61,29273.92,191
Cabezon Southern California,1999,9850750,30.59,29268.3,192
California scorpionfish Southern California,1999,17506570,30.43,29233.0,193
Canary rockfish Pacific Coast,1999,5306370,30.12,28984.63,194
Canary rockfish West Coast of Vancouver Island and Strait of Georgia and Queen Charlotte Islands,1999,11468810,28.81,28095.83,195
Cape Hope squid South Africa,1999,8870490,29.48,28499.2,196
Cape horse mackerel South Africa South coast,1999,2030,28.52,27909.46,197
Capelin Barents Sea,1999,0,28.97,28189.81,198
Capelin Gulf of St. Lawrence,1999,0,30.2,29024.06,199
Capelin ICES 2a-5-14,1999,0,30.4,29176.79,200
Catfish West Africa Subgroup 1,1999,0,30.48,29230.88,201
Catfish West Africa Subgroup 3,1999,0,31.27,29748.61,202
Chilean herring Central-Southern Chile,1999,0,31.94,30144.55,203
Chilean jack mackerel Chilean EEZ and offshore,1999,0,28.64,28015.79,204
Chilean sardine Central-Southern Chile,1999,2350960,31.36,29808.37,205
Chilipepper Southern Pacific Coast,1999,517730,30.3,29116.3,206
China rockfish Central Pacific Coast,1999,18807690,30.71,29321.05,207
China rockfish Northern Pacific Coast,1999,17930330,29.97,28858.99,208
China rockfish Southern Pacific Coast,1999,3909770,30.04,28873.65,209
Chub mackerel Pacific Coast of Japan,1999,1149040,28.74,28145.44,210
Chub mackerel Tsushima Strait,1999,6269980,29.78,28718.29,211
Chub mackerel West Africa,1999,0,28.73,28073.39,212
Chum salmon AK Pen Southeastern and South-central Districts,1999,0,28.41,27850.67,213
Chum salmon AK Pen Southwestern and Unimak Districts,1999,0,30.05,28930.88,214
Chum salmon Amur chum hatchery,1999,0,30.52,29237.39,215
Chum salmon Amur chum wild,1999,0,31.15,29659.04,216
Chum salmon Anadyr chum wild,1999,0,30.02,28929.09,217
