country,year,biomass_relative_to,SST,Trawling_Hours
Sandbar shark Atlantic,2006,0,30.0,29632.03
"Sardine Adriatic Sea (GSA 17,18)",2006,0,31.73,30771.31
Sardine Gulf of Lions,2006,0,31.29,30473.53
Sardine ICES 7,2006,0,30.22,29764.37
Sardine ICES 8abd,2006,0,31.08,30321.92
Sardine ICES 8c-9a,2006,1.449.597,29.39,29248.57
Sardine South Africa,2006,0,29.89,29511.03
Sardine South of Sicily,2006,363,29.38,29262.28
Sardine West Africa Zone A+B,2006,0,29.77,29456.29
Sardine West Africa Zone C,2006,644.093,29.49,29285.98
Sardine Western half of Southeast Australia,2006,2.364.362,31.52,30577.14
Sardinella West Africa,2006,637.394,30.38,29883.53
Scampi Bay of Plenty,2006,1.804.771,29.08,29004.95
Scampi Mernoo Bank,2006,2.090.504,30.43,29982.37
Scampi Wairarapa/Hawke Bay,2006,1.144.895,31.16,30387.46
School whiting Southeast Australia,2006,910.978,29.09,29024.65
Scup Northwestern Atlantic Coast,2006,1.489.084,31.71,30753.63
Sea scallop Bay of Fundy (SPA 1-6),2006,0,30.03,29689.54
Sea scallop Georges Bank,2006,1.114.122,30.1,29723.39
Sea scallop Georges Bank and Mid-Atlantic Bight,2006,1.295.605,31.57,30682.54
Sea scallop North Brown Bank,2006,0,29.41,29246.76
Sea scallop Scallop Fishing Areas 16-20,2006,0,31.54,30654.99
Sea scallop Southern Gulf of St. Lawrence,2006,0,31.32,30516.77
Sea scallop St. Pierre Bank,2006,0,29.76,29496.19
Sea scallop West Scallop Fishing Area 29,2006,0,29.61,29385.34
Sea trout Baltic Areas 22-32,2006,0,30.84,30224.66
Seabream West Africa Subgroup 1,2006,0,31.85,30781.01
Seabream West Africa Subgroup 2,2006,0,30.57,30007.8
Seabream West Africa Subgroup 3,2006,0,32.31,31121.3
Shako Ise and Mikawa Bay,2006,0,28.48,28663.06
Shallow water cape hake South Africa,2006,1.600.634,31.06,30350.94
Sharpchin rockfish Pacific Coast,2006,0,28.46,28627.33
Shortraker rockfish Bering Sea and Aleutian Islands,2006,0,28.9,28891.85
Shortraker rockfish Gulf of Alaska,2006,0,30.49,29961.7
Shortspine thornyhead Gulf of Alaska,2006,0,28.6,28741.82
Shortspine thornyhead Pacific Coast,2006,1.910.257,30.23,29774.89
Sidestripe shrimp Shrimp Management Area 14,2006,0,31.41,30572.22
Sidestripe shrimp Shrimp Management Area 16,2006,0,30.61,30040.1
Sidestripe shrimp Shrimp Management Area FR,2006,0,29.9,29531.62
Sidestripe shrimp Shrimp Management Area GTSE,2006,0,31.57,30653.69
Sidestripe shrimp Shrimp Management Area PRD,2006,0,29.51,29256.35
Sidestripe shrimp Shrimp Management Areas 18 and 19,2006,0,31.4,30561.88
Silk snapper Caribbean,2006,0,30.86,30184.33
Silver hake Gulf of Maine / Georges Bank,2006,0,31.45,30614.6
Silver hake Scotian Shelf and Bay of Fundy,2006,1.269.068,30.96,30272.54
Silver hake Southern Georges Bank / Mid-Atlantic,2006,0,30.46,29926.9
Silverfish Southeast Australia,2006,1.166.037,30.12,29737.81
Skipjack tuna Central Western Pacific Ocean,2006,1.68,31.31,30512.69
Skipjack tuna Eastern Atlantic,2006,1.71,30.32,29895.32
Skipjack tuna Eastern Pacific,2006,0,30.87,30175.58
Skipjack tuna Indian Ocean,2006,1.24,31.18,30382.96
Skipjack tuna Western Atlantic,2006,1.358.025,28.27,28524.27
Smalleyed ray Celtic Sea,2006,0,29.67,29384.53
Smooth dogfish Atlantic,2006,0,30.77,30118.76
Smooth hound Northeast Atlantic,2006,0,31.42,30577.72
Smooth oreo Bounty Plateau,2006,96.815,28.94,28919.56
Smooth oreo Chatham Rise,2006,1.287.004,29.88,29537.68
Smooth oreo East Pukaki Rise,2006,888,28.83,28903.06
Smooth oreo Southland,2006,771,31.52,30573.7
Smooth oreo West end of Chatham Rise,2006,802.462,29.01,29053.39
Smooth skate NAFO Division 2J3K,2006,0,29.95,29657.1
Smooth skate Southern Gulf of St. Lawrence,2006,0,29.67,29385.18
Snapper Northern Spencer Gulf,2006,0,30.57,29988.04
Snapper Southern Gulf St. Vincent,2006,0,31.26,30424.92
Snapper Southern Spencer Gulf,2006,0,29.76,29473.29
Snow crab Bering Sea,2006,4.618.843,30.57,30048.8
Snow crab Division 2HJ,2006,0,28.86,28875.24
Snow crab Division 3K,2006,0,29.95,29577.59
Snow crab Division 3LNO,2006,0,30.4,29927.9
Snow crab Division 4R3Pn,2006,0,28.29,28534.73
Snow crab Hokkaido,2006,0,29.33,29189.52
Snow crab North Pacific,2006,1.004.049,29.3,29198.95
Snow crab Northern Gulf of St. Lawrence,2006,0,29.07,29023.88
Snow crab Okhotsk Sea,2006,0,31.09,30385.18
Snow crab Sea of Japan East,2006,2.020.117,30.27,29797.54
Snow crab Sea of Japan West,2006,2.252.805,28.64,28749.82
Snow crab Southern Gulf of St. Lawrence,2006,0,28.42,28607.15
Snow crab St. Pierre Bank,2006,0,30.72,30095.9
Snowy grouper Southern Atlantic coast,2006,359.968,29.79,29535.87
Softshell clam  Quebec Coastal Waters,2006,0,29.16,29110.01
Sole West Africa Subgroup 1,2006,0,30.68,30085.26
Sole West Africa Subgroup 3,2006,0,30.23,29824.02
South African abalone South Africa,2006,684.233,30.98,30246.89
South Pacific hake Central-Southern Chile,2006,351.281,28.17,28454.85
Southern blue whiting Campbell Island Rise,2006,1.039.856,30.65,30077.48
Southern blue whiting Central-Southern Chile,2006,1.413.393,30.95,30304.63
Southern blue whiting Southern Argentina,2006,481.848,29.89,29520.0
Southern bluefin tuna Southern Oceans,2006,304,29.07,29053.48
Southern hake Central-Southern Chile,2006,800.464,31.7,30709.79
Southern hake Chatham Rise,2006,1.188.685,29.08,29024.52
Southern hake Sub-Antarctic,2006,1.311.379,30.91,30255.16
Southern hake West Coast South Island,2006,736.521,29.17,29159.29
Southern pink shrimp West Africa,2006,0,30.25,29751.0
Southern sardine Central-Southern Chile,2006,2.108.025,31.68,30744.79
Southern spiny lobster South Africa South coast,2006,768.194,28.17,28457.94
Spanish mackerel Gulf of Mexico,2006,1.412.129,28.83,28875.68
Spanish mackerel Southern Atlantic coast,2006,1.371.709,29.61,29436.58
Spear squid Pacific Ocean,2006,0,28.24,28495.9
Spear squid Tsushima warm current,2006,0,28.95,28944.72
Spiny dogfish Atlantic Coast,2006,665.461,32.24,31076.51
Spiny dogfish Black Sea,2006,0,32.7,31356.98
"Spiny dogfish Scotian Shelf, Bay of Fundy and Georges Bank",2006,93.519,31.85,30853.73
Splitnose rockfish Pacific Coast,2006,1.546.117,28.44,28652.28
Spottail mantis shrimp Ligurian and North Tyrrhenian Sea,2006,0,30.0,29563.71
Spotted mackerel East China Sea,2006,1.079.739,29.43,29319.78
Spotted mackerel Pacific Coast of Japan,2006,3.724.922,29.79,29468.37
Spotted ray Bay of Biscay,2006,0,30.69,30100.74
Spotted ray ICES 3a-4-7d,2006,0,31.85,30833.56
Spotted ray ICES 6-7bj,2006,0,30.1,29729.67
Spotted ray ICES 7aefgh,2006,0,29.23,29088.93
Spotted ray Portugese Waters -East,2006,0,30.15,29693.35
Spotted spiny dogfish Pacific Coast,2006,1.378.314,28.96,28933.48
Sprat Baltic Areas 22-32,2006,1.877.193,29.64,29397.12
Sprat Black Sea,2006,0,29.36,29178.4
Sprat ICES 6-7abcfghijk,2006,0,29.62,29345.04
Sprat ICES 7de,2006,0,30.09,29716.17
Sprat Kattegat and Skagerrak,2006,0,28.91,28932.84
Sprat North Sea,2006,901.408,28.79,28853.87
Spurdog Northeast Atlantic,2006,249.854,29.04,29074.23
Starry ray ICES 2-3a-4,2006,0,31.64,30702.42
Striped bass Gulf of Maine / Cape Hatteras,2006,1.025.145,29.24,29130.9
Striped marlin Indian Ocean,2006,0.47,28.51,28653.14
Striped marlin Northeast Pacific,2006,01.06,30.02,29668.2
Striped marlin Western Pacific Ocean,2006,0.76,31.39,30553.57
Striped marlin Western and Central North Pacific,2006,733.543,29.24,29155.0
Striped red mullet ICES 3a-4-7d,2006,0,30.25,29774.25
Striped red mullet ICES 6-7abcefghijk-8-9a,2006,0,30.03,29673.65
Summer flounder Mid-Atlantic Coast,2006,740.456,28.37,28591.48
Surmullet Balearic Island,2006,0,29.61,29361.39
Surmullet Ligurian and North Tyrrhenian Sea,2006,0,28.34,28563.21
"Surmullet Malta Island and South of Sicily (GSA 15, 16)",2006,0,30.97,30291.87
Swordfish Eastern Pacific,2006,1.38,29.37,29187.91
Swordfish Indian Ocean,2006,1.45,28.95,28937.5
Swordfish Mediterranean Sea,2006,0.97,30.66,30079.49
Swordfish North Pacific Ocean,2006,1.256.588,29.5,29323.87
Swordfish Northern Atlantic,2006,976.022,28.72,28780.6
Swordfish South Atlantic,2006,887.594,28.79,28854.45
Swordtip squid Sea of Japan and East China Sea,2006,0,31.1,30353.33
Tanner crab Bering Sea and Aleutian Islands,2006,3.881.901,30.47,29963.52
Tarakihi Sub-Antarctic,2006,2.14,30.71,30122.69
Tasmanian giant crab Tasmania,2006,0,30.78,30195.44
Thornback skate Bay of Biscay,2006,0,30.84,30184.2
Thornback skate ICES 3a-4-7d,2006,0,30.83,30208.58
Thornback skate ICES 6,2006,0,30.18,29796.91
Thornback skate ICES 7afg,2006,0,28.75,28822.2
Thornback skate Portugese Waters -East,2006,0,30.0,29611.55
Thorny skate Grand Bank and St Pierre Bank,2006,0,30.39,29879.24
Thorny skate Southern Gulf of St. Lawrence,2006,0,30.19,29842.43
Threadfin West Africa Subgroup 1,2006,0,29.05,29031.3
Threadfin West Africa Subgroup 2,2006,0,32.21,31062.87
Threadfin West Africa Subgroup 3,2006,0,31.83,30820.95
Tiger flathead Southeast Australia,2006,1.002.156,29.63,29437.41
Tilefish Gulf of Mexico,2006,0,30.45,29907.81
Tilefish Mid-Atlantic Coast,2006,84.999,28.46,28658.24
Tilefish Southern Atlantic coast,2006,570.021,30.88,30251.27
Tope shark Northeast Atlantic,2006,0,29.76,29518.04
Trevally New Zealand Areas TRE 7,2006,1.197.457,29.74,29440.0
Turbot Baltic Areas 22-32,2006,0,29.7,29442.19
Turbot Black Sea,2006,0,30.52,29969.56
Turbot Kattegat and Skagerrak,2006,0,27.67,28154.7
Turbot North Sea,2006,0,29.95,29574.03
Tusk ICES 5a-14,2006,1.304.487,30.68,30040.01
Tusk North of Azores,2006,0,29.46,29269.73
Tusk North-East Arctic,2006,0,29.94,29536.9
Tusk Northeast Atlantic,2006,0,30.12,29690.47
Tusk Rockall Bank,2006,0,30.39,29836.55
Undulate ray ICES 7de,2006,0,29.39,29243.65
Vermilion snapper Gulf of Mexico,2006,994.924,30.86,30199.98
Vermilion snapper Southern Atlantic coast,2006,1.280.936,29.9,29595.18
Walleye pollock Aleutian Islands,2006,102.986,28.89,28951.52
Walleye pollock Bogoslof,2006,0,28.67,28781.21
Walleye pollock Eastern Bering Sea,2006,1.339.836,31.28,30482.07
Walleye pollock Gulf of Alaska,2006,819.535,30.68,30132.49
Walleye pollock Navarinsky,2006,1.471.338,31.43,30588.7
Walleye pollock Nemuro Strait,2006,0,27.57,28089.38
Walleye pollock Northern Sea of Okhotsk,2006,1.010.022,29.86,29558.2
Walleye pollock Okhotsk Sea,2006,0,31.6,30695.02
Walleye pollock Pacific Coast of Japan,2006,1.087.104,30.95,30296.35
Walleye pollock Sea of Japan North,2006,154.517,31.42,30599.05
Walleye pollock Western Bering Sea,2006,2.419.399,30.43,29925.6
Waved whelk Quebec Coastal Waters,2006,0,31.05,30352.7
Weakfish Atlantic Coast,2006,230.867,29.17,29079.46
Weathervane scallop Alaska,2006,0,29.68,29480.92
West coast rock lobster South Africa Area 7,2006,0,28.22,28494.2
West coast rock lobster South Africa Area 8,2006,0,30.95,30310.03
West coast rock lobster South Africa Areas 1-2,2006,0,31.41,30587.65
West coast rock lobster South Africa Areas 3-4,2006,0,31.95,30879.06
West coast rock lobster South Africa Areas 5-6,2006,0,29.82,29502.97
White anglerfish ICES 7-8abd,2006,1.095.251,28.12,28446.37
White anglerfish ICES 8c-9a,2006,1.039.312,31.02,30309.85
White hake Gulf of Maine / Georges Bank,2006,337.942,30.94,30286.74
White hake Northern Gulf of St. Lawrence,2006,0,29.8,29520.88
White hake Southern Gulf of St. Lawrence,2006,0,28.42,28614.16
White hake St. Pierre Bank,2006,0,28.84,28873.58
White marlin Atlantic Ocean,2006,348.209,29.37,29282.16
White shrimp Gulf of Mexico,2006,253.197,28.97,28957.01
Whitespotted conger Ise and Mikawa Bay,2006,0,29.2,29094.88
Whiting Black Sea,2006,0,29.84,29559.33
Whiting Celtic Sea,2006,0.98,29.52,29339.71
Whiting ICES 4-7d,2006,833.793,29.22,29157.91
Whiting ICES 8-9a,2006,0,30.76,30157.91
Whiting Irish Sea,2006,66.871,31.27,30483.71
Whiting Kattegat and Skagerrak,2006,0,30.89,30240.37
Whiting Rockall Bank,2006,0,30.53,29971.61
Whiting West of Scotland,2006,76.851,30.56,29981.14
Widow rockfish Pacific Coast,2006,1.214.261,29.3,29193.56
Willowy flounder North Pacific,2006,889.925,29.97,29627.52
Windowpane flounder Gulf of Maine / Georges Bank,2006,471.429,28.52,28692.14
Windowpane flounder Southern New England /Mid Atlantic,2006,770.588,29.31,29198.63
Winter flounder Georges Bank,2006,668.657,30.66,30078.89
Winter flounder Gulf of Maine,2006,0,29.86,29523.49
Winter flounder Southern Gulf of St. Lawrence,2006,0,28.92,28925.43
Winter flounder Southern New England /Mid Atlantic,2006,11.887,31.46,30601.51
Witch flounder Gulf of Maine,2006,273.409,28.21,28489.44
Witch flounder Gulf of St. Lawrence,2006,246.067,30.69,30091.53
Witch flounder ICES 3a-4-7d,2006,0,29.02,29012.99
Witch flounder St. Pierre Bank,2006,0,29.9,29519.37
Yellow goosefish North Pacific,2006,0,29.93,29533.26
Yellow sea bream Sea of Japan,2006,0,31.79,30782.45
Yellow squat lobster Central-Southern Chile,2006,3.327.496,30.08,29726.03
Yellow squat lobster Northern Chile,2006,1.179.223,30.02,29628.26
Yellow striped flounder North coast of Hokkaido,2006,0,30.12,29803.47
Yellow striped flounder Sea of Japan,2006,0,30.43,29891.49
Yellowedge grouper Gulf of Mexico,2006,1.632.653,29.35,29206.25
Yelloweye rockfish Gulf of Alaska,2006,0,30.14,29792.26
Yelloweye rockfish Pacific Coast,2006,464.607,30.09,29677.71
Yelloweye rockfish Pacific Coast of Canada (Inside),2006,0,28.67,28765.27
Yellowfin sole Bering Sea and Aleutian Islands,2006,2.057.471,28.54,28675.93
Yellowfin tuna Atlantic Ocean,2006,763,30.84,30182.0
Yellowfin tuna Central Western Pacific Ocean,2006,1.39,29.79,29467.89
Yellowfin tuna Eastern Pacific,2006,764,30.89,30224.43
Yellowfin tuna Indian Ocean,2006,1.48,28.18,28504.84
Yellownose skate Central-Southern Chile,2006,269.924,30.36,29874.2
Yellownose skate Southern Chile,2006,140.356,30.86,30248.14
Yellowtail flounder Cape Cod / Gulf of Maine,2006,12.683,31.71,30763.9
Yellowtail flounder Georges Bank,2006,102.546,30.92,30242.89
Yellowtail flounder Grand Banks,2006,1.48,30.69,30114.06
Yellowtail flounder Southern New England /Mid Atlantic,2006,457.376,29.32,29190.95
Yellowtail rockfish Northern Pacific Coast,2006,0,30.6,30103.07
Yellowtail snapper Southern Atlantic coast and Gulf of Mexico,2006,0,30.37,29834.83
Acadian redfish Gulf of Maine / Georges Bank,2007,732.804,29.13,29159.68
Acadian redfish NAFO Division 2J3K,2007,0,30.71,30210.9
Acadian redfish NAFO Division 3LNO and Units 1 and 2,2007,0,29.24,29233.39
Acadian redfish Unit 3,2007,0,27.91,28415.86
Aesop shrimp Shrimp Fishing Areas 2-3,2007,0,30.13,29801.76
Alaska plaice Bering Sea and Aleutian Islands,2007,1.946.354,28.58,28819.61
Alaska skate Bering Sea and Aleutian Islands,2007,1.895.358,30.94,30371.55
Alaskan pink shrimp Sea of Japan,2007,0,29.63,29524.92
Albacore tuna Indian Ocean,2007,1.38,28.7,28920.69
Albacore tuna Mediterranean Sea,2007,1.31,30.56,30142.58
Albacore tuna North Pacific Ocean,2007,3.24,30.68,30211.66
Albacore tuna Northern Atlantic,2007,1.1,28.93,29040.16
Albacore tuna South Atlantic,2007,01.02,29.45,29396.64
Albacore tuna South Pacific Ocean,2007,3.15,29.34,29310.53
Alfonsino Chile,2007,0,30.75,30261.73
Amberstripe scad East China Sea,2007,0,28.42,28742.18
American lobster Atlantic Coast of Nova Scotia (LFA 27-33),2007,0,31.57,30795.59
American lobster Gaspe (LFA 19-21),2007,0,29.81,29622.48
American lobster Georges Bank,2007,0,28.31,28647.72
American lobster Gulf of Maine,2007,580.667,29.86,29628.02
American lobster Lobster Fishing Area 34,2007,0,31.09,30473.81
American lobster Lobster Fishing Area 41,2007,0,30.32,29951.86
American lobster Lobster Fishing Areas 3-14,2007,0,30.09,29838.39
American lobster Lobster Fishing Areas 35-38,2007,0,28.89,29034.67
American lobster Magdalen Islands (LFA 22),2007,0,30.72,30240.93
American lobster Quebec North Shore and Anticosti Island (LFA 15-18),2007,0,28.31,28662.58
American lobster Southern Gulf of St. Lawrence,2007,0,27.85,28376.97
American lobster Southern New England,2007,0,30.9,30306.36
American plaice Flemish Cap,2007,0,28.39,28696.33
American plaice Grand Banks,2007,0,30.44,30048.48
American plaice Gulf of Maine / Georges Bank,2007,616.464,30.5,30075.65
American plaice Labrador - NE Newfoundland,2007,0,31.32,30634.88
American plaice Scotian Shelf and Bay of Fundy,2007,0,29.79,29646.0
American plaice Southern Gulf of St. Lawrence,2007,0,30.98,30367.45
American plaice St. Pierre Bank,2007,0,30.09,29827.11
"Anchovy Adriatic Sea (GSA 17,18)",2007,0,31.37,30640.0
Anchovy Aegean Sea,2007,0,30.16,29804.78
Anchovy Bay of Biscay,2007,34.382,28.09,28513.96
Anchovy Black Sea,2007,0,30.63,30139.4
Anchovy Eastern Ionian Sea,2007,0,31.54,30771.11
Anchovy Gulf of Lions,2007,0,28.98,29100.4
Anchovy Ligurian and North Tyrrhenian Sea,2007,0,28.88,28986.68
Anchovy Northern Alboran Sea,2007,0,30.11,29817.59
Anchovy Northern Spain,2007,308.099,29.02,29114.08
Anchovy Portugese Waters -East,2007,0,30.29,29878.26
Anchovy South Africa,2007,0,29.69,29524.39
Anchovy South of Sicily,2007,694,30.14,29878.5
Anchovy West Africa,2007,0,30.21,29873.62
Anchovy Western Ionian Sea,2007,0,29.53,29438.22
Anchovy kilka Iranian Caspian Sea,2007,0,30.04,29810.43
Angel shark Northeast Atlantic,2007,0,30.53,30107.28
Antarctic toothfish Ross Sea,2007,4.031.452,29.15,29170.17
Arabesque greenling Nemuro Strait,2007,0,28.73,28931.95
Arabesque greenling North coast of Hokkaido,2007,0,29.45,29425.08
Arabesque greenling South coast of Hokkaido,2007,0,29.95,29757.77
Arctic surfclam Banquereau,2007,0,30.07,29837.51
Arctic surfclam Division 3LNO,2007,0,29.03,29084.44
Arctic surfclam Quebec Coastal Waters,2007,0,31.48,30719.84
Arctic surfclam Quebec and Gulf of St. Lawrence,2007,0,30.57,30158.48
Argentine anchoita Northern Argentina,2007,1.157.303,28.59,28810.99
Argentine anchoita Southern Argentina,2007,141.017,30.95,30421.72
Argentine chub mackerel Southern Argentina,2007,1.539.326,29.6,29501.19
Argentine hake Northern Argentina,2007,142.732,29.93,29724.79
Argentine hake Southern Argentina,2007,828.333,29.68,29524.4
Arrowtooth flounder Bering Sea and Aleutian Islands,2007,2.419.363,30.8,30239.52
Arrowtooth flounder Gulf of Alaska,2007,3.023.366,29.26,29288.18
Arrowtooth flounder Pacific Coast,2007,3.152.645,28.33,28660.19
Atka mackerel Bering Sea and Aleutian Islands,2007,2.670.666,31.01,30409.81
Atka mackerel Gulf of Alaska,2007,0,30.0,29795.92
Atlantic bluefin tuna Eastern Atlantic,2007,660.884,30.08,29830.2
Atlantic bluefin tuna Western Atlantic,2007,307.479,30.97,30364.01
Atlantic butterfish Gulf of Maine / Cape Hatteras,2007,1.745.002,30.33,29923.35
Atlantic cod Celtic Sea,2007,497.087,29.77,29624.92
Atlantic cod Eastern Baltic,2007,891.156,29.47,29421.72
Atlantic cod Faroe Bank,2007,0,29.32,29268.11
Atlantic cod Faroe Plateau,2007,502.977,30.19,29839.48
Atlantic cod Flemish Cap,2007,0,30.42,30035.02
Atlantic cod Georges Bank,2007,5.897,28.39,28695.03
Atlantic cod Gulf of Maine,2007,19.646,31.59,30790.94
Atlantic cod ICES 3a(west)-4-7d,2007,510.667,31.78,30921.2
Atlantic cod Iceland Grounds,2007,959.091,29.33,29305.02
Atlantic cod Irish Sea,2007,170.613,30.06,29723.48
Atlantic cod Kattegat,2007,0,28.88,28993.83
Atlantic cod NAFO 1abdce,2007,0,30.97,30432.67
Atlantic cod NAFO 1f and ICES 14,2007,2.458.961,28.94,29028.83
Atlantic cod NAFO 5Zjm,2007,0,29.91,29708.19
Atlantic cod NAFO Subarea 1 (inshore),2007,1.671.402,28.83,28972.93
Atlantic cod North-East Arctic,2007,1.428.261,29.1,29121.18
Atlantic cod North-East Arctic (Norwegian coastal waters),2007,411.667,31.67,30834.75
Atlantic cod Northern Gulf of St. Lawrence,2007,0,27.97,28490.63
Atlantic cod Rockall Bank,2007,0,28.56,28807.82
Atlantic cod Southern Grand Banks,2007,0,28.88,29015.43
Atlantic cod Southern Gulf of St. Lawrence,2007,0,30.23,29898.62
Atlantic cod Southern Labrador-Eastern Newfoundland,2007,494,28.32,28656.23
Atlantic cod St. Pierre Bank,2007,1.2,28.6,28823.65
Atlantic cod West of Scotland,2007,0.12,30.37,29995.4
Atlantic cod Western Baltic,2007,8.125,29.8,29668.54
"Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine",2007,0,29.22,29233.24
Atlantic halibut Gulf of Maine / Georges Bank,2007,26.531,30.23,29869.84
