country,year,SST
Chub mackerel Tsushima Strait,2003,28.91
Chub mackerel West Africa,2003,29.12
Chum salmon AK Pen Southeastern and South-central Districts,2003,29.41
Chum salmon AK Pen Southwestern and Unimak Districts,2003,30.19
Chum salmon Amur chum hatchery,2003,31.81
Chum salmon Amur chum wild,2003,32.05
Chum salmon Anadyr chum wild,2003,29.38
Chum salmon Area 1,2003,30.72
Chum salmon Area 11,2003,29.21
Chum salmon Area 12,2003,28.98
Chum salmon Area 13,2003,29.03
Chum salmon Area 14,2003,30.31
Chum salmon Area 15,2003,29.51
Chum salmon Area 16,2003,29.35
Chum salmon Area 17,2003,31.85
Chum salmon Area 19,2003,29.45
Chum salmon Area 20,2003,29.7
Chum salmon Area 23,2003,30.08
Chum salmon Area 24,2003,29.65
Chum salmon Area 25,2003,29.86
Chum salmon Area 26,2003,30.93
Chum salmon Area 29,2003,29.45
Chum salmon East Kamchatka chum hatchery,2003,31.35
Chum salmon East Kamchatka chum wild,2003,30.84
Chum salmon East Sakhalin chum hatchery,2003,30.46
Chum salmon Golovin,2003,31.74
Chum salmon Inner South Coast (Fraser plus Mainland),2003,30.6
Chum salmon Japan High Seas catch chum hatchery,2003,30.21
Chum salmon Japan High Seas catch chum wild,2003,29.64
Chum salmon Japan coastal chum hatchery,2003,30.34
Chum salmon Kotzebue Sound,2003,29.9
Chum salmon Kuskokwim,2003,30.06
Chum salmon Kwiniuk and Tubutulik Rivers (Norton Sound),2003,30.72
Chum salmon Norton Bay,2003,30.34
Chum salmon Norton Sound District 1,2003,30.8
Chum salmon Nushagak District,2003,27.87
Chum salmon Okhotsk chum hatchery,2003,29.9
Chum salmon Okhotsk chum wild,2003,28.57
Chum salmon Primorye chum hatchery,2003,29.79
Chum salmon Primorye chum wild,2003,30.1
Chum salmon Shaktoolik,2003,29.31
Chum salmon Togiak District,2003,28.82
Chum salmon Unalakleet,2003,30.83
Chum salmon Upper Cook Inlet,2003,29.54
Chum salmon West Kamchatka chum hatchery,2003,30.49
Chum salmon West Kamchatka chum wild,2003,29.26
Chum salmon Yukon River Fall Run,2003,29.22
Chum salmon Yukon River Summer Run,2003,31.85
Clearnose skate Mid-Atlantic Coast,2003,31.39
Coastal shrimp West Africa,2003,31.62
Cobia Gulf of Mexico,2003,28.93
Cobia Southern Atlantic coast,2003,28.89
Common gemfish New Zealand,2003,28.24
Common gemfish Southeast Australia,2003,30.18
Common sole Celtic Sea,2003,28.12
Common sole Eastern English Channel,2003,27.95
Common sole ICES 22-24-3a,2003,31.3
Common sole ICES 7bc,2003,29.27
Common sole ICES 7h-k,2003,30.17
Common sole ICES 8ab,2003,28.47
Common sole ICES 8c-9a,2003,31.66
Common sole Irish Sea,2003,29.44
Common sole North Sea,2003,29.43
Common sole Western English Channel,2003,28.91
Copper rockfish Pacific Coast,2003,29.45
Cowcod Southern California,2003,30.18
Crimson jobfish Okinawa Islands,2003,29.59
Croaker West Africa Subgroup 1,2003,29.12
Croaker West Africa Subgroup 2,2003,31.49
Croaker West Africa Subgroup 3,2003,29.51
Cuckoo ray Bay of Biscay -South,2003,31.7
Cuckoo ray ICES 3a-4,2003,28.53
Cuckoo ray Portugese Waters -East,2003,29.56
Cunene horse mackerel West Africa,2003,29.77
Cusk Western Scotian Shelf,2003,29.02
Cuttlefish West Africa,2003,28.64
Dab Baltic Areas 22-32,2003,30.0
Dab ICES 3a-4,2003,31.06
Darkblotched rockfish Pacific Coast,2003,29.07
Deep sea smelt Pacific Ocean,2003,31.44
Deep sea smelt Sea of Japan,2003,29.49
Deep water cape hake South Africa,2003,28.58
Deep water rose shrimp Balearic Island,2003,28.53
Deep water rose shrimp Northern Alboran Sea,2003,28.31
Deep water rose shrimp Northern Spain,2003,28.47
Deep water rose shrimp West Africa,2003,29.94
Deepwater cardinalfish Chile,2003,29.69
Deepwater flathead Southeast Australia,2003,29.49
Deepwater redfish NAFO Divisions 2J3K-3LNO,2003,28.41
Deepwater redfish North-East Arctic,2003,28.82
Deepwater redfish Units 1 and 2,2003,28.46
Dover sole Gulf of Alaska,2003,31.09
Dover sole Pacific Coast,2003,28.94
Dredge oyster Foveax Strait,2003,30.26
Dusky rockfish Gulf of Alaska,2003,29.66
Dusky shark Gulf of Mexico and Atlantic,2003,27.55
English sole Pacific Coast,2003,30.68
Eulachon Pacific Coast of Canada Central Coast Designatable Unit,2003,30.74
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,2003,28.94
Eulachon Pacific Coast of Canada Nass / Skeena Designatable Unit,2003,30.96
European flounder ICES 3a-4,2003,30.16
European flounder Subdivisions 22-23,2003,30.36
European flounder Subdivisions 24-25,2003,30.31
European flounder Subdivisions 26-28,2003,31.37
European flounder Subdivisions 27 and 29-32,2003,29.48
European pilchard Aegean Sea,2003,30.28
European pilchard Eastern Ionian Sea,2003,29.79
European pilchard Northern Alboran Sea,2003,31.41
European pilchard Northern Spain,2003,28.51
European plaice Celtic Sea,2003,30.24
European plaice Eastern English Channel,2003,30.29
European plaice ICES 7bc,2003,30.37
European plaice ICES 7h-k,2003,29.35
European plaice ICES 8-9a,2003,30.08
European plaice Irish Sea,2003,28.21
European plaice North Sea,2003,28.58
European plaice Subdivisions 21-23,2003,30.22
European plaice Subdivisions 24-32,2003,30.42
European plaice Western English Channel,2003,31.57
European pollack ICES 3a-4,2003,27.54
European pollack ICES 8-9a,2003,31.59
European seabass Gulf of Lions,2003,31.13
European seabass ICES 4a-7b-j,2003,29.91
European seabass ICES 4bc-7,2003,30.78
European seabass ICES 8ab,2003,29.11
European seabass ICES 8c-9a,2003,29.53
False scad West Africa,2003,30.44
Finetooth shark Atlantic,2003,30.54
Flame snapper Okinawa Islands,2003,31.29
Flathead flounder Sea of Japan,2003,30.2
Flathead sole Bering Sea and Aleutian Islands,2003,31.66
Flathead sole Gulf of Alaska,2003,29.78
Fourspotted megrim ICES 8c-9a,2003,30.04
Gag Gulf of Mexico,2003,28.53
Gag Southern Atlantic coast,2003,29.67
Giant Pacific octopus Bering Sea and Aleutian Islands,2003,27.3
Giant Pacific octopus Gulf of Alaska,2003,29.42
Giant stargazer NZ Area STA7,2003,30.53
Golden redfish ICES 5-6-12-14,2003,29.4
Golden redfish North-East Arctic,2003,31.02
Goliath grouper Southern Atlantic coast and Gulf of Mexico,2003,30.48
Gopher rockfish Southern Pacific Coast,2003,31.46
Gray triggerfish Gulf of Mexico,2003,29.56
Greater amberjack Gulf of Mexico,2003,29.64
Greater amberjack Southern Atlantic coast,2003,32.19
Greater silver smelt ICES 1-2-3a-4,2003,28.95
Greater silver smelt ICES 5a-14,2003,29.04
Greater silver smelt ICES 5b-4a,2003,30.31
Greater silver smelt ICES 6b-7-8-9-10-12,2003,30.07
Green sea urchin Gulf of St. Lawrence,2003,30.3
Greenland halibut Bering Sea and Aleutian Islands,2003,28.33
Greenland halibut Gulf of St. Lawrence,2003,28.63
Greenland halibut ICES 5-6-12-14,2003,30.84
Greenland halibut Labrador Shelf - Grand Banks,2003,29.11
Greenland halibut NAFO divisions 01ABCDEF,2003,28.45
Greenland halibut North-East Arctic,2003,29.19
Greenspotted rockfish Northern Pacific Coast,2003,31.09
Greenspotted rockfish Southern Pacific Coast,2003,28.82
Greenstriped rockfish Pacific Coast,2003,28.6
Grey grunt West Africa Subgroup 1,2003,30.39
Grey grunt West Africa Subgroup 3,2003,30.63
Grey gurnard ICES 3a-4-7d,2003,31.9
Grooved tiger prawn Northern Australia,2003,30.24
Gulf menhaden Gulf of Mexico,2003,29.82
Haddock Faroe Plateau,2003,28.94
Haddock Georges Bank,2003,31.65
Haddock Grand Banks,2003,31.92
Haddock Gulf of Maine,2003,31.13
Haddock ICES 3a-4-6a,2003,28.81
Haddock ICES 7b-k,2003,30.88
Haddock Iceland Grounds,2003,31.48
Haddock Irish Sea,2003,31.08
Haddock North-East Arctic,2003,31.7
Haddock Rockall Bank,2003,28.95
"Haddock Western Scotian Shelf, Bay of Fundy and Gulf of Maine",2003,29.18
"Hake Aegean Sea and Crete Island (GSA 22,23)",2003,30.08
Hake Eastern Ionian Sea,2003,29.06
Hake Geographical Sub-Areas 1-7,2003,28.69
Hake Gulf of Lions,2003,31.57
Hake ICES 3a-4-6-7-8abd,2003,32.03
Hake ICES 8c-9a,2003,31.25
Herring Gulf of Riga East of Gotland,2003,31.0
Herring ICES 1-2-4a-5-14a (Norwegian Spring Spawners),2003,31.39
Herring ICES 22-24-3a,2003,28.73
Herring ICES 3a-4-7d,2003,29.3
Herring ICES 5a-7bc,2003,30.87
Herring ICES 7a-g-h-j,2003,30.54
Herring Iceland (Summer spawners),2003,30.76
Herring Irish Sea,2003,29.96
Herring NAFO division 4R (Fall spawners),2003,28.63
Herring NAFO division 4R (Spring spawners),2003,29.96
Herring Newfoundland East and South Coast,2003,29.41
Herring Northwestern Atlantic Coast,2003,31.61
Herring Quebec North Shore,2003,29.31
Herring Scotian Shelf and Bay of Fundy,2003,30.62
Herring Southern Gulf of St. Lawrence (Fall spawners),2003,30.45
Herring Southern Gulf of St. Lawrence (Spring spawners),2003,31.65
Herring Subdivisions 25-29 and 32,2003,29.5
Herring Subdivisions 30-31,2003,29.96
Herring West of Scotland,2003,32.12
Hoki Eastern New Zealand,2003,28.97
Hoki Western New Zealand,2003,29.71
Horse mackerel ICES 2a-4a-5b-6a-7-8,2003,29.87
Horse mackerel ICES 3a-4bc-7d,2003,29.69
Horse mackerel Portugese Waters -East,2003,29.51
Horse mackerel West Africa,2003,31.33
Horsehead tilefish East China Sea,2003,31.46
Indo Pacific blue marlin Indian Ocean,2003,31.67
Jackass morwong Eastern half of Southeast Australia,2003,30.97
Jackass morwong Western half of Southeast Australia,2003,29.21
Japanese Spanish mackerel East China Sea,2003,30.33
Japanese Spanish mackerel Inland Sea of Japan,2003,30.1
Japanese amberjack Japan,2003,30.4
Japanese anchovy Inland Sea of Japan,2003,30.23
Japanese anchovy Pacific Coast of Japan,2003,31.96
Japanese anchovy Tsushima Strait,2003,31.27
Japanese flounder East China Sea,2003,31.48
Japanese flounder Inland Sea of Japan,2003,29.4
Japanese flounder Pacific Ocean,2003,29.19
Japanese flounder Sea of Japan North,2003,30.71
Japanese flying squid Japan Autumn recruitment,2003,28.95
Japanese flying squid Japan Winter recruitment,2003,28.55
Japanese jack mackerel Pacific Coast of Japan,2003,29.88
Japanese jack mackerel Tsushima Strait,2003,28.92
Japanese pufferfish Ise and Mikawa Bay,2003,30.69
Japanese pufferfish Sea of Japan and East China Sea and Seto Inland sea,2003,30.22
Japanese sardine Pacific Coast of Japan,2003,29.27
Japanese sardine Tsushima Strait,2003,29.82
Japanese snapper Okinawa Islands,2003,30.75
Kamchatka flounder Bering Sea and Aleutian Islands,2003,30.56
Kelp greenling Oregon Coast,2003,29.45
Kichiji rockfish North Pacific,2003,30.04
Kichiji rockfish Okhotsk Sea,2003,29.87
Kichiji rockfish Southwestern coast of Hokkaido,2003,28.74
King mackerel Gulf of Mexico,2003,28.67
King mackerel Southern Atlantic coast,2003,29.24
Kingklip South Africa,2003,31.15
Kitefin shark Northeast Atlantic,2003,29.56
Large eye dentex West Africa Subgroup 3,2003,31.44
Largehead hairtail Sea of Japan and East China Sea,2003,30.18
Lavender jobfish Okinawa Islands,2003,28.84
Leafscale gulper shark Northeast Atlantic,2003,29.84
Lemon sole ICES 3a-4-7d,2003,28.35
Lesser spotted dogfish ICES 3a-4-7d,2003,30.69
Lesser spotted dogfish ICES 6-7abcefghij,2003,29.85
Lesser spotted dogfish ICES 8abd,2003,28.56
Lesser spotted dogfish ICES 8c-9a,2003,30.94
Ling Faroe Grounds,2003,30.49
Ling Iceland Grounds,2003,29.1
Ling New Zealand Areas LIN 3 and 4,2003,28.79
Ling New Zealand Areas LIN 5 and 6,2003,29.89
Ling New Zealand Areas LIN 6b,2003,31.38
Ling New Zealand Areas LIN 72,2003,29.0
Ling New Zealand Areas LIN 7WC-WCSI,2003,30.41
Ling North-East Arctic,2003,31.71
Ling Northeast Atlantic,2003,31.41
Ling Southeast Australia,2003,30.03
Ling Western half of Southeast Australia,2003,30.05
Lingcod Northern Pacific Coast,2003,30.34
Lingcod Southern Pacific Coast,2003,30.82
Lingcod Strait of Georgia,2003,30.8
Little skate Gulf of Maine / Cape Hatteras,2003,29.08
Longfin codling Pacific Ocean,2003,30.1
Longfin inshore squid Atlantic Coast,2003,31.63
Longnose skate Hecate Strait,2003,31.17
Longnose skate Pacific Coast,2003,30.29
Longnose skate Queen Charlotte Sound,2003,29.2
Longnose skate Strait of Georgia,2003,30.42
Longnose skate West Coast of Vancouver Island,2003,31.33
Longspine thornyhead Pacific Coast,2003,31.42
Mackerel ICES Northeast Atlantic,2003,28.78
Mackerel Northwest Atlantic (NAFO Subareas 3 and 4),2003,30.56
Megrim ICES 7-8abd,2003,30.65
Megrim ICES 8c-9a,2003,30.17
Megrim spp ICES 4a-6a,2003,30.65
Megrim spp Rockall Bank,2003,30.76
Monkfish Gulf of Maine / Northern Georges Bank,2003,29.14
Monkfish NAFO Divisions 3LNOPs,2003,31.31
Monkfish Southern Georges Bank / Mid-Atlantic,2003,31.47
Mutton snapper Southern Atlantic coast and Gulf of Mexico,2003,30.98
New Zealand snapper New Zealand Area 8 (Auckland and Central West),2003,29.11
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,2003,28.62
New Zealand snapper New Zealand SNA 1 east Northland,2003,29.31
New Zealand snapper New Zealand SNA 7,2003,29.1
Northern rock sole Eastern Bering Sea and Aleutian Islands,2003,29.23
Northern rock sole Gulf of Alaska,2003,30.56
Northern rockfish Bering Sea and Aleutian Islands,2003,30.19
Northern rockfish Gulf of Alaska,2003,30.37
Northern shortfin squid Northwestern Atlantic Coast,2003,30.19
Northern shrimp Eastern Scotian Shelf (SFA 13-15),2003,29.2
Northern shrimp Gulf of Maine,2003,28.27
Northern shrimp Gulf of St. Lawrence,2003,28.91
Northern shrimp ICES 3a(west)-4a(east),2003,30.22
Northern shrimp North-East Arctic,2003,30.43
Northern shrimp Northern North Sea,2003,31.79
Northern shrimp Shrimp Fishing Area 4,2003,29.42
Northern shrimp Shrimp Fishing Area 5,2003,29.83
Northern shrimp Shrimp Fishing Area 6,2003,31.58
Northern shrimp Shrimp Fishing Areas 2-3,2003,29.43
"Norway lobster Adriatic Sea (GSA 17,18)",2003,30.71
Norway lobster Aran Grounds (FU 17),2003,31.54
Norway lobster Balearic Island,2003,29.06
Norway lobster Botney Cut - Silver Pit (FU 5),2003,30.7
Norway lobster Cantabrian Sea (FU 31),2003,30.16
Norway lobster Devils Hole (FU 34),2003,28.37
Norway lobster Farn Deeps (FU 6),2003,29.75
Norway lobster Firth of Clyde and Sound of Jura (FU 13),2003,29.78
Norway lobster Firth of Forth (FU 8),2003,31.23
Norway lobster Fladen Ground (FU 7),2003,29.59
Norway lobster Gulf of Cadiz (FU 30),2003,29.74
Norway lobster ICES 7,2003,28.38
Norway lobster ICES 8ab,2003,29.54
Norway lobster Irish Sea East (FU 14),2003,31.75
Norway lobster Irish Sea West (FU 15),2003,30.18
"Norway lobster Labadie, Jones and Cockburn (FU 20-21)",2003,29.41
"Norway lobster Malta Island and South of Sicily (GSA 15, 16)",2003,31.11
Norway lobster Moray Firth (FU 9),2003,30.31
Norway lobster North Galicia (FU 25),2003,31.03
Norway lobster North Minch (FU 11),2003,28.49
Norway lobster Northern Alboran Sea,2003,30.45
Norway lobster Northern Spain,2003,30.76
Norway lobster Norwegian Deeps (FU 32),2003,31.17
Norway lobster Noup (FU 10),2003,29.23
Norway lobster Off Horn Reef (FU 33),2003,30.54
Norway lobster Porcupine Bank (FU 16),2003,30.95
Norway lobster Skagerak Kattegat (FU 3-4),2003,28.72
Norway lobster Smalls (FU 22),2003,30.41
Norway lobster South Minch (FU 12),2003,28.77
Norway lobster South-West and South Portugal (FU 28-29),2003,29.87
Norway lobster West Galicia and North Portugal (FU 26-27),2003,30.54
Norway lobster West of Scotland,2003,31.82
Norway pout ICES 3a-4,2003,31.28
Norway pout West of Scotland,2003,30.53
Nylon shrimp Central-Southern Chile,2003,29.52
Nylon shrimp Northern Chile,2003,30.81
Ocean pout Northwestern Atlantic Coast,2003,31.84
Ocean quahog Atlantic Coast,2003,31.76
Ocean shrimp Shrimp Management Area 14,2003,28.77
Ocean shrimp Shrimp Management Area 16,2003,29.91
Ocean shrimp Shrimp Management Area FR,2003,29.65
Ocean shrimp Shrimp Management Area GTSE,2003,31.18
Ocean shrimp Shrimp Management Area PRD,2003,30.83
Ocean shrimp Shrimp Management Areas 18 and 19,2003,29.16
Octopus West Africa,2003,32.43
Orange roughy Cascade Plateau,2003,30.67
Orange roughy Chile,2003,29.51
Orange roughy East and South Chatham Rise,2003,30.39
Orange roughy New Zealand Challenger Plateau,2003,30.04
Orange roughy New Zealand Mid East Coast,2003,30.88
Orange roughy Northeast Atlantic,2003,30.65
Orange roughy Northwest Chatham Rise,2003,29.37
Orange roughy Southeast Australia,2003,31.34
Pacific bluefin tuna Pacific Ocean,2003,28.96
Pacific chub mackerel Pacific Coast,2003,28.75
Pacific cod Aleutian Islands,2003,28.8
Pacific cod Bering Sea,2003,29.03
Pacific cod Gulf of Alaska,2003,30.7
Pacific cod Hecate Strait,2003,30.15
Pacific cod Hokkaido,2003,30.8
Pacific cod North Pacific,2003,29.51
Pacific cod Queen Charlotte Sound,2003,28.72
Pacific cod Sea of Japan,2003,29.65
Pacific geoduck Washington,2003,29.67
Pacific hake Pacific Coast,2003,27.55
Pacific halibut North Pacific,2003,28.65
Pacific herring Central Coast,2003,30.62
Pacific herring Hokkaido,2003,31.3
Pacific herring Prince Rupert District,2003,30.72
Pacific herring Prince William Sound,2003,31.14
Pacific herring Queen Charlotte Islands,2003,29.18
Pacific herring Sitka,2003,30.33
Pacific herring Strait of Georgia,2003,29.31
Pacific herring Togiak District,2003,29.4
Pacific herring West Coast of Vancouver Island,2003,31.27
Pacific ocean perch Eastern Bering Sea and Aleutian Islands,2003,30.48
Pacific ocean perch Gulf of Alaska,2003,30.6
Pacific ocean perch Haida Gwaii,2003,30.42
Pacific ocean perch Pacific Coast,2003,29.72
Pacific ocean perch West Coast of Vancouver Island,2003,30.28
Pacific sand lance Souya Strait,2003,30.13
Pacific sandlance Ise and Mikawa Bay,2003,30.61
Pacific sardine Pacific Coast,2003,29.19
Pacific sardine Pacific Coast of Canada,2003,29.42
Pacific saury Northwest Pacific,2003,28.06
Patagonian grenadier Central-Southern Chile,2003,30.95
Patagonian grenadier Southern Argentina,2003,30.29
Patagonian toothfish Macquarie Island,2003,30.81
Patagonian toothfish South Africa Subantarctic Prince Edward Islands,2003,31.51
Patagonian toothfish South Chile Argentina,2003,30.31
Paua NZ Area North PAUA 5A,2003,28.3
Paua NZ Area South PAUA 5A,2003,29.39
Paua New Zealand Area PAU 5B (Stewart Island),2003,28.39
Paua New Zealand Area PAU 5D (Otago),2003,30.9
Paua New Zealand Area PAU 7 (Marlborough),2003,30.4
Peruvian anchoveta Central Chile,2003,29.74
Peruvian anchoveta Central-Southern Chile,2003,30.26
Peruvian anchoveta North-Central Peruvian coast,2003,28.74
Peruvian anchoveta Northern Chile Southern Peru,2003,30.56
Petrale sole Pacific Coast,2003,30.0
Pink cusk eel Central-Southern Chile,2003,30.51
Pink cusk eel Southern Argentina,2003,28.04
Pink cusk eel Southern Chile,2003,30.7
Pink salmon Amur pink wild,2003,29.48
Pink salmon Anadyr pink wild,2003,29.59
Pink salmon Area 1,2003,29.75
Pink salmon Area 12,2003,31.12
Pink salmon Area 13,2003,30.11
Pink salmon East Kamchatka pink wild,2003,31.56
